temperature,humidity,wind_speed,pm25,pm10,city,season,day_of_week,risk_level
21.236203565420873,41.10797573031718,5.234113674718119,137.8135688996906,180.15884591940596,Bangalore,Spring,Mon,High
43.52142919229749,62.514056842701486,4.939575981439996,161.36946546636074,245.52105220399616,Chennai,Summer,Mon,Hazardous
31.959818254342153,82.37675015258449,18.125091610420732,57.5889007705748,232.84506034124453,Bangalore,Monsoon,Wed,Moderate
27.959754525911098,73.93349318457368,4.990923996990122,128.72607892532977,63.091973314256634,Chennai,Summer,Fri,High
14.680559213273096,78.39366887168698,5.43899452257262,118.63173679731226,61.7898515276127,Chennai,Summer,Fri,High
19.67983561008608,69.52700200264304,15.187965248359275,168.2377715897715,95.08882296857573,Bangalore,Winter,Wed,Hazardous
16.742508365045985,71.53659387107115,8.9947968490108,182.1565414914395,121.10092337549042,Mumbai,Summer,Thu,Hazardous
35.98528437324806,80.95173909391916,15.534211139103624,12.309786580703493,134.36756279437515,Chennai,Winter,Mon,Low
28.033450352296263,44.98008053155115,1.3073231512877048,138.0637846211706,210.31522071333669,Bangalore,Spring,Mon,High
31.242177333881365,59.36549781858843,9.751423873467687,19.848801832748514,35.87052100643391,Delhi,Spring,Wed,Low
10.617534828874074,43.27256650917613,0.6722720036656527,114.28314636469763,29.708357183298588,Bangalore,Winter,Wed,High
39.097295564859834,89.26008047979883,1.2530640691070905,64.65021851829886,129.7349576242945,Delhi,Summer,Thu,Moderate
34.97327922401266,86.64356038119679,18.12874906688822,68.28755390920682,215.20583379863453,Chennai,Monsoon,Sat,Moderate
16.370173320348286,32.365608682110356,2.7849074223519033,77.06211565594775,74.16189602781512,Bangalore,Monsoon,Fri,Moderate
15.454749016213018,72.33451035094131,10.648413645504341,128.04556531942592,199.62125475175048,Bangalore,Winter,Tue,High
15.502135295603015,85.51489904493995,8.221912052014131,73.46949347706615,92.75187862328384,Delhi,Spring,Sat,Moderate
19.127267288786133,40.83452070764001,6.946866525176853,149.21281961215328,268.1041104677846,Bangalore,Spring,Sun,High
25.742692948967136,64.07671383315777,17.99666691374545,86.86020325903525,270.7931843946526,Bangalore,Monsoon,Fri,Moderate
22.958350559263472,84.92929785528251,0.43646793550979,22.987108058892137,103.24041719877141,Chennai,Winter,Mon,Low
23.736874205941255,32.03675871514793,13.275793723511782,158.9143700719804,84.39825110970735,Bangalore,Monsoon,Sun,Hazardous
28.355586841671386,71.84521603481039,19.267888684271007,64.29408167261414,135.16511217854475,Mumbai,Summer,Sat,Moderate
14.184815819561255,47.840940442353045,11.20336366923684,92.2257071238599,87.34884385044164,Delhi,Summer,Wed,Moderate
18.764339456056547,85.46377172259182,18.736449240661837,140.2343378121613,208.26747612167702,Bangalore,Winter,Thu,High
20.99085529881075,88.26349470992207,1.0451575857204753,73.16666985825529,251.29811167351994,Delhi,Winter,Fri,Moderate
23.682099526511077,86.65598934680604,8.375866381483227,20.75127466787597,208.46579665514076,Delhi,Summer,Thu,Low
33.55527884179041,58.45285299944783,5.203155819241023,81.04499893243458,250.81812522981784,Delhi,Spring,Sun,Moderate
20.99021346475079,81.72255905935882,14.616419299614595,189.44523071191765,131.15780541809275,Bangalore,Winter,Fri,Hazardous
25.42703315240835,80.67296391210422,19.625941809944933,131.92953548672605,63.76875179848104,Bangalore,Summer,Sat,High
27.772437065861276,49.146028394595334,5.130601248884956,137.5810382467693,226.6262652713258,Delhi,Summer,Mon,High
11.393512381599932,79.73492844904064,13.083492029481489,130.13360919115155,120.93286143963509,Mumbai,Spring,Tue,High
28.22634555704315,32.220458082929554,3.9619526551948026,47.80850640229299,207.9558310641571,Delhi,Spring,Thu,Low
15.115723710618745,65.77619270892319,11.306605091432198,89.48343417943322,95.78030375489439,Mumbai,Spring,Thu,Moderate
16.951547789558386,43.80053023726218,9.278649733766724,152.67856168903046,42.74429774586835,Delhi,Spring,Tue,Hazardous
38.466566117599996,37.23401314663673,19.44010659263074,29.26085053510024,297.92290273657375,Chennai,Monsoon,Thu,Low
38.96896099223678,34.61719209775255,12.170545453929332,62.79202745704533,63.736422220567796,Delhi,Spring,Thu,Moderate
34.25192044349383,71.77732655268838,6.990127441736376,62.50063060851219,296.7578783097747,Delhi,Monsoon,Fri,Moderate
